"battery_power","blue","clock_speed","dual_sim","fc","four_g","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","sc_h","sc_w","talk_time","three_g","touch_screen","wifi","price_range","battery_power_group","clock_speed_group","fc_group","int_memory_group","m_dep_group","mobile_wt_group","pc_group","px_height_group","px_width_group","sc_h_group","sc_w_group","talk_time_group"
1449,"0",0.8,"1",3,"1",10,0.2,144,"1",12,1518,1883,"1024",10,0,8,"1","1","1","1","3","0","0","0","0","2","3","3","4","1","0","1"
516,"0",1.1,"1",0,"1",39,0.4,91,"5",7,855,1401,"512",8,0,10,"1","1","1","0","0","1","0","2","1","0","1","2","3","1","0","2"
1569,"0",0.8,"1",8,"0",59,0.9,111,"3",16,1261,1383,"2048",15,2,15,"1","0","1","3","3","0","2","4","4","1","4","3","2","3","0","3"
1312,"1",0.8,"1",0,"0",24,0.9,156,"6",0,115,1791,"2048",14,13,17,"0","1","0","3","2","0","0","1","4","3","0","0","4","3","3","4"
1893,"1",0.5,"1",1,"0",23,0.1,179,"8",3,1203,1432,"1024",15,7,17,"0","1","0","2","4","0","0","1","0","4","0","3","3","3","1","4"
1076,"0",2.5,"0",3,"0",14,0.2,105,"5",4,545,1300,"1024",7,5,14,"0","0","0","1","1","4","0","0","0","1","1","1","2","0","1","3"
530,"1",2.6,"0",1,"0",40,0.9,118,"6",2,818,1090,"1024",16,11,2,"0","1","0","0","0","4","0","3","4","1","0","2","1","3","3","0"
1044,"1",2.8,"1",7,"0",33,0.6,129,"4",13,42,1262,"1024",17,16,15,"1","0","1","1","1","4","1","2","2","2","3","0","2","4","4","3"
1330,"0",1.1,"0",11,"0",37,0.7,126,"7",20,1103,1637,"2048",10,1,4,"1","0","0","2","2","1","2","2","3","1","4","2","3","1","0","0"
1836,"0",1.1,"1",0,"0",14,0.7,104,"5",1,168,1068,"2048",18,6,7,"1","1","1","2","4","1","0","0","3","1","0","0","1","4","1","1"
1741,"1",0.5,"0",1,"1",55,0.1,140,"5",3,719,755,"2048",13,10,7,"1","1","1","2","4","0","0","4","0","2","0","1","0","2","2","1"
1869,"0",2.6,"0",0,"1",30,0.4,152,"1",13,163,874,"1024",15,3,19,"1","0","0","1","4","4","0","2","1","3","3","0","1","3","0","4"
1331,"0",0.5,"0",8,"0",55,0.9,146,"3",15,1162,1531,"1024",6,2,11,"1","0","1","1","2","0","2","4","4","2","3","2","3","0","0","2"
1655,"1",0.5,"1",6,"1",4,0.1,105,"3",12,626,1348,"512",10,3,12,"1","0","0","0","3","0","1","0","0","1","3","1","2","1","0","2"
605,"0",1.5,"0",9,"1",18,0.9,162,"2",14,329,656,"2048",15,9,8,"1","0","0","1","0","2","2","1","4","3","3","0","0","3","2","1"
1245,"1",0.6,"0",2,"0",30,0.7,105,"5",3,330,1434,"2048",17,8,7,"1","0","0","2","2","0","0","2","3","1","0","0","3","4","2","1"
1709,"1",0.8,"0",8,"1",58,0.8,136,"2",10,956,1292,"1024",18,3,17,"1","0","0","2","4","0","2","4","3","2","2","2","2","4","0","4"
846,"1",2.6,"0",0,"1",58,0.1,123,"4",15,1140,1983,"2048",16,8,13,"1","0","0","2","1","4","0","4","0","1","3","2","4","3","2","3"
1403,"1",2.5,"1",3,"0",62,0.9,90,"4",13,217,1623,"512",14,13,18,"1","0","0","0","3","4","0","4","4","0","3","0","3","3","3","4"
688,"1",1.5,"0",0,"0",2,1,89,"3",2,271,869,"256",5,2,8,"1","1","1","0","0","2","0","0","4","0","0","0","1","0","0","1"
775,"1",2.5,"1",1,"1",10,0.1,185,"7",14,444,1555,"1024",19,3,18,"1","1","1","1","0","4","0","0","0","4","3","1","3","4","0","4"
1154,"0",2,"0",6,"1",35,0.8,159,"5",16,1003,1827,"2048",16,15,16,"1","0","0","3","2","3","1","2","3","3","4","2","4","3","4","3"
1375,"0",0.5,"1",2,"1",35,0.1,194,"2",3,227,772,"1024",15,13,15,"1","1","1","1","2","0","0","2","0","4","0","0","0","3","3","3"
1827,"1",0.8,"0",4,"0",61,0.9,130,"7",9,253,1764,"2048",8,3,7,"0","1","1","3","4","0","1","4","4","2","2","0","4","1","0","1"
1697,"0",0.5,"0",0,"1",60,0.1,90,"4",0,88,1046,"256",15,1,11,"1","1","0","0","3","0","0","4","0","0","0","0","1","3","0","2"
741,"0",1.5,"0",1,"0",14,0.3,178,"5",13,334,594,"1024",19,11,9,"1","1","1","0","0","2","0","0","1","4","3","0","0","4","3","1"
1672,"1",0.5,"1",13,"1",32,0.7,174,"1",20,1281,1896,"1024",17,4,20,"1","1","0","1","3","0","3","2","3","3","4","3","4","4","1","4"
514,"1",0.7,"0",4,"0",57,0.1,186,"3",7,168,1320,"512",6,0,20,"1","1","1","0","0","0","1","4","0","4","1","0","2","0","0","4"
1375,"1",1.3,"1",2,"0",12,0.1,105,"1",13,898,1687,"2048",17,1,12,"0","0","0","3","2","1","0","0","0","1","3","2","3","4","0","2"
989,"1",1.8,"1",4,"1",55,0.7,124,"1",12,46,1069,"1024",8,5,10,"1","0","1","1","1","2","1","4","3","1","3","0","1","1","1","2"
1510,"1",2.5,"1",11,"0",47,0.7,138,"2",13,118,1170,"512",18,6,5,"0","0","0","0","3","4","2","3","3","2","3","0","2","4","1","0"
1266,"0",2.6,"0",1,"0",18,0.4,86,"7",2,1187,1595,"256",16,8,3,"1","1","1","0","2","4","0","1","1","0","0","3","3","3","2","0"
1396,"0",2.4,"1",0,"0",46,0.1,138,"7",1,1191,1347,"2048",7,3,15,"0","0","1","2","2","3","0","3","0","2","0","3","2","0","0","3"
808,"0",2.3,"0",3,"0",45,0.8,161,"1",9,526,1324,"2048",15,6,13,"0","1","1","3","1","3","0","3","3","3","2","1","2","3","1","3"
1542,"0",2.3,"0",1,"0",43,0.8,182,"2",11,346,966,"2048",14,4,16,"0","0","0","3","3","3","0","3","3","4","2","0","1","3","1","3"
745,"1",0.6,"1",5,"0",35,0.8,102,"8",10,89,1538,"2048",14,1,16,"1","1","0","1","0","0","1","2","3","0","2","0","3","3","0","3"
1735,"1",1.9,"1",0,"1",59,0.7,148,"6",0,137,846,"2048",6,1,9,"1","1","0","3","4","2","0","4","3","2","0","0","1","0","0","1"
586,"0",0.5,"1",1,"0",57,0.3,188,"2",5,1226,1389,"2048",15,4,11,"1","1","1","3","0","0","0","4","1","4","1","3","2","3","1","2"
1341,"1",2.1,"1",0,"0",36,0.4,107,"8",1,473,574,"2048",18,14,15,"0","1","0","1","2","3","0","2","1","1","0","1","0","4","3","3"
781,"1",1.3,"1",1,"0",64,0.2,88,"2",7,368,607,"2048",17,10,9,"0","0","0","3","0","1","0","4","0","0","1","0","0","4","2","1"
501,"1",0.5,"1",14,"0",22,0.5,174,"6",20,239,1636,"2048",17,3,17,"0","0","0","2","0","0","3","1","2","3","4","0","3","4","0","4"
1224,"1",1.8,"1",2,"1",44,0.2,139,"2",9,622,709,"512",11,4,14,"1","1","1","0","2","2","0","3","0","2","2","1","0","2","1","3"
1970,"0",1.6,"1",11,"1",58,0.3,80,"8",19,654,882,"2048",14,12,2,"1","1","0","2","4","2","2","4","1","0","4","1","1","3","3","0"
618,"1",2.2,"1",0,"1",63,0.9,138,"2",1,853,1781,"2048",14,3,5,"1","1","0","2","0","3","0","4","4","2","0","2","4","3","0","0"
1537,"0",2.9,"0",11,"1",46,0.8,158,"4",17,686,1305,"2048",17,14,2,"1","1","1","3","3","4","2","3","3","3","4","1","2","4","3","0"
1018,"0",2.2,"0",8,"0",16,0.6,153,"8",10,992,1433,"2048",17,12,20,"0","1","0","3","1","3","2","1","2","3","2","2","3","4","3","4"
1545,"0",1.3,"1",15,"1",35,0.1,173,"5",20,115,1352,"2048",14,9,6,"1","0","1","3","3","1","3","2","0","3","4","0","2","3","2","1"
1871,"0",2.1,"0",4,"1",41,0.4,144,"8",5,275,1966,"2048",15,8,11,"1","0","0","3","4","3","1","3","1","2","1","0","4","3","2","2"
1729,"1",2.1,"1",1,"0",12,0.9,186,"1",6,461,1178,"1024",9,4,5,"1","0","1","1","4","3","0","0","4","4","1","1","2","1","1","0"
680,"1",2.1,"1",9,"1",9,0.1,131,"3",11,1428,1500,"2048",14,2,17,"1","0","0","2","0","3","2","0","0","2","2","3","3","3","0","4"
1106,"1",1.9,"0",4,"0",54,0.7,107,"3",9,614,1212,"2048",9,3,9,"1","0","1","2","2","2","1","4","3","1","2","1","2","1","0","1"
635,"1",0.6,"1",1,"1",50,0.3,97,"5",13,193,989,"2048",13,12,12,"1","0","0","1","0","0","0","3","1","0","3","0","1","2","3","2"
618,"0",0.6,"0",8,"0",16,0.2,143,"1",14,1105,1602,"2048",16,15,4,"0","1","0","2","0","0","2","1","0","2","3","2","3","3","4","0"
1671,"0",0.5,"1",13,"0",5,0.9,179,"8",18,398,1263,"512",16,6,10,"1","1","1","0","3","0","3","0","4","4","4","1","2","3","1","2"
1562,"1",1.2,"1",0,"1",52,0.1,105,"7",9,480,728,"2048",13,10,3,"1","1","1","2","3","1","0","4","0","1","2","1","0","2","2","0"
1975,"1",1.9,"1",2,"0",31,0.9,151,"1",17,775,1607,"2048",13,5,19,"0","0","1","3","4","2","0","2","4","2","4","1","3","2","1","4"
831,"1",0.7,"0",2,"1",62,0.7,134,"8",9,1482,1490,"2048",16,12,18,"1","0","1","2","1","0","0","4","3","2","2","3","3","3","3","4"
1524,"1",1.8,"1",0,"0",10,0.6,174,"4",1,154,550,"2048",16,5,13,"1","0","1","2","3","2","0","0","2","3","0","0","0","3","1","3"
1528,"1",1.8,"1",3,"1",55,0.8,129,"5",6,454,1762,"1024",11,9,11,"1","1","1","1","3","2","0","4","3","2","1","1","4","2","2","2"
1447,"1",2.5,"1",2,"0",9,0.2,155,"8",16,737,1455,"512",12,11,8,"0","0","0","0","3","4","0","0","0","3","4","1","3","2","3","1"
1344,"0",1.5,"0",1,"0",14,0.5,190,"1",3,419,556,"2048",8,1,5,"1","1","0","1","2","2","0","0","2","4","0","1","0","1","0","0"
564,"0",3,"1",1,"0",8,0.7,130,"2",3,853,1737,"2048",9,2,14,"1","0","1","1","0","4","0","0","3","2","0","2","4","1","0","3"
921,"0",0.6,"1",1,"0",60,0.1,83,"2",3,1211,1229,"1024",10,0,6,"0","0","1","0","1","0","0","4","0","0","0","3","2","1","0","1"
1413,"1",1.7,"0",2,"0",10,0.2,200,"6",6,314,1606,"2048",5,4,15,"0","1","0","2","3","2","0","0","0","4","1","0","3","0","1","3"
831,"0",2.4,"0",10,"0",55,0.5,86,"6",12,172,1239,"1024",12,11,3,"1","1","0","0","1","3","2","4","2","0","3","0","2","2","3","0"
802,"0",0.5,"1",3,"0",43,0.6,153,"5",6,527,734,"2048",17,13,4,"0","1","0","2","1","0","0","3","2","3","1","1","0","4","3","0"
1923,"0",1.3,"0",3,"0",24,1,86,"4",4,874,1264,"2048",9,2,15,"1","1","0","2","4","1","0","1","4","0","1","2","2","1","0","3"
1193,"1",3,"0",10,"0",56,0.4,196,"3",17,674,864,"2048",19,11,14,"1","1","0","2","2","4","2","4","1","4","4","1","1","4","3","3"
904,"1",1.2,"1",10,"1",31,0.8,112,"3",11,657,1014,"2048",13,3,19,"1","0","0","2","1","1","2","2","3","1","2","1","1","2","0","4"
1285,"0",2.4,"0",1,"1",51,1,140,"7",2,475,500,"2048",8,0,10,"1","0","0","1","2","3","0","3","4","2","0","1","0","1","0","2"
1635,"0",2.6,"1",0,"1",2,0.6,182,"4",0,1209,1411,"2048",10,1,2,"1","1","0","2","3","4","0","0","2","4","0","3","3","1","0","0"
1923,"0",1,"1",5,"1",14,0.9,154,"4",6,15,525,"2048",13,0,16,"1","0","1","2","4","1","1","0","4","3","1","0","0","2","0","3"
1851,"1",1.9,"1",3,"1",12,0.9,198,"6",11,293,1967,"512",7,6,14,"1","0","1","0","4","2","0","0","4","4","2","0","4","0","1","3"
727,"1",1.5,"0",0,"1",32,1,131,"7",1,813,1377,"1024",19,13,7,"1","0","1","1","0","2","0","2","4","2","0","2","2","4","3","1"
1396,"0",1.5,"1",0,"1",44,0.1,118,"6",1,173,1843,"1024",7,1,8,"1","1","1","1","2","2","0","3","0","1","0","0","4","0","0","1"
877,"0",1.3,"1",9,"1",46,0.8,135,"1",14,457,652,"2048",14,12,6,"1","0","0","2","1","1","2","3","3","2","3","1","0","3","3","1"
696,"1",2.4,"0",11,"1",35,0.2,103,"3",13,533,797,"1024",14,11,4,"1","0","1","1","0","3","2","2","0","0","3","1","0","3","3","0"
1009,"1",1,"1",2,"0",2,0.6,102,"8",14,912,1043,"1024",7,5,15,"0","0","0","1","1","1","0","0","2","0","3","2","1","0","1","3"
1526,"0",1.1,"1",2,"1",38,0.3,116,"5",6,798,1418,"2048",7,1,8,"1","1","1","3","3","1","0","2","1","1","1","2","3","0","0","1"
987,"0",2,"1",1,"0",20,0.8,192,"7",3,412,565,"1024",11,3,8,"1","1","0","0","1","3","0","1","3","4","0","1","0","2","0","1"
1414,"1",2.2,"1",0,"1",49,0.5,101,"4",1,130,887,"2048",13,0,12,"1","1","0","1","3","3","0","3","2","0","0","0","1","2","0","2"
1732,"0",0.8,"0",2,"0",61,0.3,172,"5",3,201,656,"2048",17,11,20,"0","1","1","3","4","0","0","4","1","3","0","0","0","4","3","4"
1587,"1",0.5,"0",0,"0",50,0.9,148,"8",15,299,874,"256",17,4,4,"1","0","1","0","3","0","0","3","4","2","3","0","1","4","1","0"
1097,"0",0.8,"0",10,"1",21,0.1,160,"7",15,1277,1352,"2048",15,6,12,"1","0","1","2","1","0","2","1","0","3","3","3","2","3","1","2"
504,"0",2.8,"1",0,"0",40,0.5,178,"3",0,626,1195,"256",6,0,16,"1","0","0","0","0","4","0","3","2","4","0","1","2","0","0","3"
1159,"0",2.7,"0",13,"1",28,0.2,80,"8",18,378,751,"2048",10,0,9,"1","1","1","2","2","4","3","2","0","0","4","0","0","1","0","1"
1910,"0",1.4,"0",0,"0",29,0.6,146,"7",2,333,639,"2048",8,7,2,"1","1","1","2","4","1","0","2","2","2","0","0","0","1","1","0"
865,"0",1.2,"1",8,"0",59,0.1,159,"3",9,805,1804,"2048",16,11,19,"1","0","1","2","1","1","2","4","0","3","2","2","4","3","3","4"
1930,"1",2,"0",11,"0",16,0.8,186,"8",12,1901,1920,"1024",17,3,13,"0","0","1","2","4","3","2","1","3","4","3","4","4","4","0","3"
860,"1",1.3,"1",8,"1",40,0.7,170,"3",13,1573,1581,"2048",13,7,20,"1","1","1","2","1","1","2","3","3","3","3","4","3","2","1","4"
1268,"1",2.9,"0",9,"1",42,0.9,182,"6",17,360,912,"512",11,5,20,"1","1","0","0","2","4","2","3","4","4","4","0","1","2","1","4"
999,"1",1.8,"1",0,"1",27,0.1,167,"4",1,20,745,"1024",17,10,5,"1","0","0","0","1","2","0","2","0","3","0","0","0","4","2","0"
622,"0",0.7,"0",0,"1",9,0.3,127,"2",0,98,511,"2048",13,1,5,"1","0","1","2","0","0","0","0","1","1","0","0","0","2","0","0"
1250,"1",1.4,"0",8,"0",44,0.2,182,"7",20,703,1011,"1024",14,1,14,"0","0","0","1","2","1","2","3","0","4","4","1","1","3","0","3"
763,"1",0.5,"0",9,"1",51,0.3,104,"5",12,273,1278,"2048",11,6,9,"1","1","1","2","0","0","2","3","1","1","3","0","2","2","1","1"
1100,"1",1.6,"0",12,"0",15,0.1,112,"8",14,919,1344,"512",12,2,16,"1","1","1","0","2","2","3","1","0","1","3","2","2","2","0","3"
815,"0",2,"1",4,"0",51,0.3,85,"6",12,982,1291,"2048",5,4,6,"1","0","1","3","1","3","1","3","1","0","3","2","2","0","1","1"
618,"1",0.5,"1",2,"1",57,0.2,88,"3",7,879,896,"2048",18,15,17,"1","1","1","1","0","0","0","4","0","0","1","2","1","4","4","4"
553,"1",2.2,"1",0,"1",18,0.7,136,"2",1,1287,1892,"2048",12,10,20,"1","0","0","3","0","3","0","1","3","2","0","3","4","2","2","4"
673,"1",2.2,"1",2,"0",3,0.4,84,"2",9,1109,1247,"2048",19,2,9,"1","1","1","2","0","3","0","0","1","0","2","2","2","4","0","1"
563,"0",2,"1",3,"0",47,0.3,115,"7",12,211,684,"2048",14,4,15,"1","0","0","2","0","3","0","3","1","1","3","0","0","3","1","3"
1590,"0",1.5,"1",12,"1",14,0.5,187,"4",15,1058,1109,"2048",6,5,4,"1","0","0","3","3","2","3","0","2","4","3","2","2","0","1","0"
1031,"1",2.1,"1",2,"1",11,0.1,121,"2",9,532,1247,"2048",11,7,16,"1","0","0","2","1","3","0","0","0","1","2","1","2","2","1","3"
909,"1",0.5,"1",9,"0",30,0.4,97,"3",10,290,773,"512",12,0,4,"1","1","1","0","1","0","2","2","1","0","2","0","0","2","0","0"
1880,"0",0.5,"0",0,"1",7,0.6,104,"4",1,890,1019,"2048",9,0,3,"1","1","0","3","4","0","0","0","2","1","0","2","1","1","0","0"
1479,"1",1.8,"1",0,"1",24,0.1,146,"6",0,327,645,"2048",12,10,5,"1","0","0","3","3","2","0","1","0","2","0","0","0","2","2","0"
1271,"0",1.5,"1",0,"0",2,0.9,161,"1",1,1260,1788,"512",15,13,20,"0","1","0","1","2","2","0","0","4","3","0","3","4","3","3","4"
709,"0",1.9,"0",11,"1",13,0.1,81,"8",15,570,1422,"256",17,11,5,"1","1","1","0","0","2","2","0","0","0","3","1","3","4","3","0"
1744,"0",2.8,"0",0,"1",62,0.7,158,"1",0,621,1558,"256",10,6,14,"1","0","0","0","4","4","0","4","3","3","0","1","3","1","1","3"
1314,"1",2.2,"0",0,"1",40,0.8,116,"7",1,328,1858,"2048",9,8,17,"1","1","1","3","2","3","0","3","3","1","0","0","4","1","2","4"
1136,"0",0.5,"0",0,"1",9,0.9,150,"6",2,1307,1767,"2048",9,5,16,"1","0","1","2","2","0","0","0","4","2","0","3","4","1","1","3"
1039,"1",2.7,"0",11,"0",56,0.3,125,"8",13,497,618,"2048",14,8,5,"0","1","1","2","1","4","2","4","1","1","3","1","0","3","2","0"
1300,"1",0.5,"0",5,"0",62,0.1,156,"6",7,219,1037,"512",15,3,10,"1","1","0","0","2","0","1","4","0","3","1","0","1","3","0","2"
732,"1",2.3,"1",7,"1",39,0.6,188,"7",11,1163,1554,"2048",19,3,15,"1","1","1","3","0","3","1","2","2","4","2","2","3","4","0","3"
511,"0",0.7,"1",1,"1",52,0.7,180,"2",10,24,759,"2048",8,3,7,"1","0","1","2","0","0","0","4","3","4","2","0","0","1","0","1"
1092,"1",0.5,"1",10,"0",11,0.5,167,"3",14,468,571,"512",14,4,11,"0","1","0","0","1","0","2","0","2","3","3","1","0","3","1","2"
921,"1",2.2,"1",12,"1",10,0.1,170,"7",18,1272,1469,"2048",8,2,11,"1","1","0","3","1","3","3","0","0","3","4","3","3","1","0","2"
1030,"1",0.5,"0",4,"1",37,0.7,147,"1",8,503,551,"2048",8,6,12,"1","0","1","2","1","0","1","2","3","2","2","1","0","1","1","2"
1130,"0",1.8,"1",0,"0",27,0.9,101,"1",8,1495,1579,"256",14,5,11,"1","1","0","0","2","2","0","2","4","0","2","3","3","3","1","2"
1299,"0",2.8,"1",2,"0",60,0.8,187,"8",6,1333,1838,"1024",13,1,20,"0","1","1","1","2","4","0","4","3","4","1","3","4","2","0","4"
1009,"1",2.8,"1",7,"1",2,0.6,115,"7",15,267,1841,"2048",19,8,13,"1","0","0","2","1","4","1","0","2","1","3","0","4","4","2","3"
1735,"0",1.8,"1",16,"0",34,0.1,140,"2",17,149,876,"2048",17,15,19,"1","0","1","2","4","2","4","2","0","2","4","0","1","4","4","4"
1129,"1",2.8,"1",0,"0",49,0.5,185,"2",2,1070,1079,"1024",8,4,5,"1","1","1","1","2","4","0","3","2","4","0","2","1","1","1","0"
708,"0",1.9,"0",0,"0",26,0.3,116,"7",1,206,620,"1024",10,6,16,"1","1","1","0","0","2","0","1","1","1","0","0","0","1","1","3"
894,"0",0.7,"0",2,"1",58,0.1,123,"2",3,158,747,"2048",12,7,2,"1","0","0","2","1","0","0","4","0","1","0","0","0","2","1","0"
530,"0",2.4,"0",1,"0",32,0.3,88,"6",20,48,1012,"512",17,7,6,"0","1","0","0","0","3","0","2","1","0","4","0","1","4","1","1"
1481,"1",2,"1",0,"0",35,0.5,105,"3",0,249,522,"2048",17,16,4,"1","0","1","2","3","3","0","2","2","1","0","0","0","4","4","0"
1068,"0",2.7,"1",0,"1",45,0.6,194,"5",1,935,1499,"1024",17,7,9,"1","0","1","1","1","4","0","3","2","4","0","2","3","4","1","1"
1487,"0",0.5,"0",6,"1",57,0.7,84,"3",12,140,768,"2048",18,4,14,"1","0","0","2","3","0","1","4","3","0","3","0","0","4","1","3"
1524,"0",2.5,"1",11,"1",41,1,96,"4",20,184,740,"1024",7,0,9,"1","1","1","1","3","4","2","3","4","0","4","0","0","0","0","1"
1093,"0",1.9,"1",2,"1",22,0.3,196,"8",14,238,807,"1024",8,5,4,"1","1","1","1","1","2","0","1","1","4","3","0","1","1","1","0"
1816,"1",1.6,"1",0,"0",50,0.1,186,"5",2,800,1089,"2048",11,7,16,"0","0","1","3","4","2","0","3","0","4","0","2","1","2","1","3"
627,"0",1.8,"0",2,"0",20,0.8,142,"3",8,211,507,"512",17,6,14,"0","0","0","0","0","2","0","1","3","2","2","0","0","4","1","3"
989,"1",0.7,"0",13,"1",51,0.4,132,"3",15,670,804,"2048",10,1,20,"1","0","1","1","1","0","3","3","1","2","3","1","1","1","0","4"
1895,"0",0.5,"0",2,"1",5,0.7,134,"1",11,725,1335,"512",15,4,6,"1","1","0","1","4","0","0","0","3","2","2","1","2","3","1","1"
805,"1",1.7,"1",0,"1",58,0.9,168,"3",10,81,1544,"2048",7,6,2,"1","0","0","2","1","2","0","4","4","3","2","0","3","0","1","0"
713,"1",1.6,"0",7,"1",2,0.4,181,"8",9,1211,1378,"256",10,6,4,"1","1","1","0","0","2","1","0","1","4","2","3","2","1","1","0"
864,"0",2.5,"0",10,"1",24,0.7,148,"4",15,1362,1378,"2048",13,8,12,"1","1","0","3","1","4","2","1","3","2","3","3","2","2","2","2"
1177,"0",0.9,"0",1,"0",11,1,181,"4",7,945,1923,"1024",8,5,11,"1","1","1","1","2","0","0","0","4","4","1","2","4","1","1","2"
582,"0",0.5,"0",8,"0",32,0.7,107,"3",11,1043,1702,"2048",6,1,20,"0","1","1","2","0","0","2","2","3","1","2","2","4","0","0","4"
1898,"0",1.8,"1",3,"1",56,0.2,185,"7",4,444,739,"2048",10,5,19,"1","1","1","2","4","2","0","4","0","4","1","1","0","1","1","4"
1158,"0",0.7,"1",1,"1",29,0.7,123,"2",20,311,1796,"1024",17,9,15,"1","0","1","1","2","0","0","2","3","1","4","0","4","4","2","3"
1451,"1",0.5,"0",5,"1",57,0.6,181,"8",12,812,1456,"2048",15,7,18,"1","0","1","3","3","0","1","4","2","4","3","2","3","3","1","4"
1820,"1",1.4,"0",5,"0",51,0.9,163,"7",10,202,1884,"2048",11,9,11,"0","0","0","2","4","1","1","3","4","3","2","0","4","2","2","2"
984,"0",0.5,"1",3,"1",9,0.8,140,"3",20,531,707,"512",18,15,16,"1","0","0","0","1","0","0","0","3","2","4","1","0","4","4","3"
580,"1",2.1,"1",0,"0",24,0.4,135,"4",5,404,898,"2048",12,11,8,"1","0","1","2","0","3","0","1","1","2","1","1","1","2","3","1"
1263,"1",2,"0",0,"0",5,0.4,146,"6",3,954,1609,"1024",9,6,4,"1","1","1","2","2","3","0","0","1","2","0","2","3","1","1","0"
1237,"0",0.5,"0",2,"0",27,0.1,87,"8",5,274,603,"2048",14,0,8,"1","1","1","2","2","0","0","2","0","0","1","0","0","3","0","1"
514,"1",1.6,"0",7,"1",37,0.1,172,"1",9,956,1723,"2048",12,8,5,"1","1","1","3","0","2","1","2","0","3","2","2","4","2","2","0"
1515,"0",2.6,"0",0,"1",56,0.9,184,"3",1,1438,1593,"256",14,4,20,"1","1","0","0","3","4","0","4","4","4","0","3","3","3","1","4"
721,"0",0.5,"1",6,"1",6,0.4,194,"4",9,1446,1988,"512",8,4,8,"1","0","1","0","0","0","1","0","1","4","2","3","4","1","1","1"
603,"1",2.5,"1",3,"0",35,0.7,126,"3",16,692,1057,"2048",13,1,9,"0","0","1","3","0","4","0","2","3","1","4","1","1","2","0","1"
1426,"1",2.5,"0",2,"1",55,0.4,109,"1",7,777,1032,"2048",5,1,3,"1","0","0","2","3","4","0","4","1","1","1","1","1","0","0","0"
1820,"1",1.7,"1",0,"1",64,0.6,161,"1",3,1157,1951,"512",10,2,18,"1","1","0","1","4","2","0","4","2","3","0","2","4","1","0","4"
1215,"0",1,"0",4,"0",16,0.1,130,"4",8,454,1473,"2048",7,1,15,"0","0","1","2","2","1","1","1","0","2","2","1","3","0","0","3"
697,"0",2.7,"1",5,"1",20,0.4,173,"2",6,478,1477,"256",12,6,4,"1","1","1","0","0","4","1","1","1","3","1","1","3","2","1","0"
717,"1",0.5,"1",4,"0",10,0.6,198,"1",5,217,1106,"512",10,7,15,"0","1","0","0","0","0","1","0","2","4","1","0","2","1","1","3"
1348,"1",2,"1",5,"0",36,0.3,145,"6",6,468,741,"2048",19,1,12,"0","1","0","2","2","3","1","2","1","2","1","1","0","4","0","2"
1164,"1",2.6,"1",0,"0",61,0.3,88,"1",6,1107,1656,"2048",11,10,17,"0","1","0","3","2","4","0","4","1","0","1","2","3","2","2","4"
578,"1",0.5,"0",9,"1",62,0.3,170,"5",13,626,1134,"2048",15,12,5,"1","1","1","2","0","0","2","4","1","3","3","1","2","3","3","0"
1971,"1",0.5,"1",0,"0",40,0.3,186,"7",19,485,922,"512",8,7,17,"1","1","0","0","4","0","0","3","1","4","4","1","1","1","1","4"
1794,"1",0.5,"1",5,"1",55,0.5,86,"7",7,43,627,"256",14,7,14,"1","0","1","0","4","0","1","4","2","0","1","0","0","3","1","3"
1558,"1",2.5,"0",2,"1",32,0.1,114,"5",3,322,1385,"512",16,5,17,"1","1","1","0","3","4","0","2","0","1","0","0","2","3","1","4"
1597,"1",0.9,"0",4,"1",4,0.5,85,"1",19,880,1145,"2048",8,3,15,"1","1","0","2","3","0","1","0","2","0","4","2","2","1","0","3"
1240,"0",1.6,"0",0,"0",39,0.1,146,"2",9,1511,1756,"2048",13,1,17,"0","0","1","3","2","2","0","2","0","2","2","3","4","2","0","4"
1994,"1",0.8,"1",2,"1",7,0.6,88,"8",4,667,711,"256",11,8,6,"1","1","0","0","4","0","0","0","2","0","1","1","0","2","2","1"
1221,"0",2.3,"0",7,"1",35,0.4,152,"7",19,765,1899,"2048",19,16,14,"1","1","1","2","2","3","1","2","1","3","4","1","4","4","4","3"
989,"1",1.6,"1",11,"1",24,0.6,156,"8",17,614,679,"2048",16,13,5,"1","0","1","2","1","2","2","1","2","3","4","1","0","3","3","0"
1180,"1",1.2,"0",5,"1",50,1,144,"4",20,925,1252,"1024",7,3,20,"1","1","1","1","2","1","1","3","4","2","4","2","2","0","0","4"
718,"0",2.8,"0",10,"0",59,0.8,113,"6",13,1185,1387,"1024",11,9,3,"1","1","0","1","0","4","2","4","3","1","3","3","2","2","2","0"
1670,"1",1.6,"1",0,"0",47,0.8,139,"8",15,1706,1886,"512",16,0,5,"1","1","0","1","3","2","0","3","3","2","3","4","4","3","0","0"
534,"1",2.5,"0",1,"1",21,0.3,164,"7",9,347,1477,"2048",7,5,18,"1","1","0","2","0","4","0","1","1","3","2","0","3","0","1","4"
1566,"1",0.5,"1",0,"0",20,0.5,126,"2",0,1603,1930,"512",14,9,13,"1","1","1","1","3","0","0","1","2","1","0","4","4","3","2","3"
1935,"0",0.5,"0",0,"1",29,0.6,124,"5",9,806,860,"256",9,2,6,"1","0","1","0","4","0","0","2","2","1","2","2","1","1","0","1"
